2018-04-05 11:04:12 INFO  FileService:28 - read
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : serrure
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : fly
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : ghost
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : hammer
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : ice
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : cristalsBonus
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : lettre1
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : lettreGame
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : fire
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : mapEvent
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : cristals
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : canne
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : mirror
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:00 INFO  SpriteService:73 - need merge
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : level0
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : level1
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : button
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : discuss
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : serrure
2018-04-05 13:03:00 INFO  SpriteService:73 - need merge
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : block
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : bed
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : bed
2018-04-05 13:03:00 INFO  SpriteService:73 - need merge
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:00 INFO  SpriteService:73 - need merge
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:00 INFO  SpriteService:73 - need merge
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : carotteux
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : abricot
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : annanas
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : banane
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : blob
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : bombinos
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : cerise
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : citron
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : fraise_ball
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : framboise
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : kiwi
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : litchi
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : orange
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : pasteque
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : poire
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : pomme
2018-04-05 13:03:00 INFO  SpriteService:60 - Crop sprite animation : scie
2018-04-05 13:03:00 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 13:03:00 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json\json_level_parser.json
2018-04-05 13:03:00 INFO  FileService:36 - Number of level inside file : 104
2018-04-05 13:03:16 INFO  App:34 - Welcome in lr-inthewell-editor App !
2018-04-05 13:03:16 INFO  SpriteService:29 - Load Sprites : START
2018-04-05 13:03:16 INFO  FileService:62 - Read sprite json file : C:\dev\lr-inthewell-editor\target\classes\json\json_image_parser.json
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : teleporter
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : teleporter
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : rayon
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : base_teleporter
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : pick
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : pick
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : light
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : platform
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : end_platform
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : level_background
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : level_background
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : border_right
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : border_left
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : border_score
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : life+
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : life
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : serrure
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : fly
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : ghost
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : hammer
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : ice
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : cristalsBonus
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : lettre1
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : lettreGame
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : fire
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : mapEvent
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : cristals
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : canne
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : mirror
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : level0
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : level1
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : button
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : discuss
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : serrure
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : block
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : bed
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : bed
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : doors
2018-04-05 13:03:16 INFO  SpriteService:73 - need merge
2018-04-05 13:03:16 INFO  SpriteService:60 - Crop sprite animation : carotteux
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : abricot
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : annanas
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : banane
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : blob
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : bombinos
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : cerise
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : citron
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : fraise_ball
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : framboise
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : kiwi
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : litchi
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : orange
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : pasteque
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : poire
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : pomme
2018-04-05 13:03:17 INFO  SpriteService:60 - Crop sprite animation : scie
2018-04-05 13:03:17 INFO  SpriteService:31 - Load Sprites : DONE
2018-04-05 13:03:17 INFO  FileService:30 - Read level json file : C:\dev\lr-inthewell-editor\target\classes\json\json_level_parser.json
2018-04-05 13:03:17 INFO  FileService:36 - Number of level inside file : 104
